data,dominio,nome_bloco,impressoes,cliques,receita_bruta,receita_liquida,ecpm,taxa_correspondencia_programatica
2026-08-14,mkuker.com,mku_desktop_interstitial,5,0,0.26,0.23,52.17,100
2026-08-14,mkuker.com,mku_desktop_top,37,0,1.28,1.15,34.6,100
2026-08-14,mkuker.com,mku_mobile_interstitial,905,0,96.87,87.18,107.04,100
2026-08-14,mkuker.com,mku_mobile_top,13277,0,315.22,283.7,23.74,100
2026-08-14,mkuker.com,mku_rewarded,3225,0,800.5,720.45,248.22,100
2026-08-14,mkuker.com,tec_desktop_top,1,0,0,0,4.82,100
2026-08-14,mkuker.com,tec_mobile_anchor,36,0,0.46,0.41,12.87,100
2026-08-14,mkuker.com,tec_mobile_fixed,518,0,0.79,0.71,1.52,100
2026-08-14,mkuker.com,tec_mobile_fixed_rebid,18,0,0.02,0.02,0.95,100
2026-08-14,mkuker.com,tec_mobile_interstitial,91,0,5.84,5.26,64.2,100
2026-08-14,mkuker.com,tec_mobile_top,597,0,7.94,7.15,13.3,100
2026-08-14,mkuker.com,you_desktop_interstitial,2,0,0,0,0.47,100
2026-08-14,mkuker.com,you_desktop_top,19,0,0.04,0.04,2.28,100
2026-08-14,mkuker.com,you_desktop_top_rebid,1,0,0,0,0.91,100
2026-08-15,app.mkuker.com,apm_mobile_interstitial,1,0,0.04,0.04,39.13,100
2026-08-15,app.mkuker.com,apm_mobile_top,12,0,0.07,0.06,5.93,100
2026-08-15,app.mkuker.com,apm_rewarded,3,0,0.23,0.21,77.65,100
2026-08-15,mkuker.com,aat_mobile_content_2,1,0,0,0,0.24,100
2026-08-15,mkuker.com,aat_mobile_top,5,0,0,0,0.45,100
2026-08-15,mkuker.com,aat_rewarded,3,0,0.09,0.08,29.79,100
2026-08-15,mkuker.com,god_mobile_anchor,8,0,0.05,0.05,6.38,100
2026-08-15,mkuker.com,god_mobile_interstitial,6,0,0.21,0.19,34.71,100
2026-08-15,mkuker.com,god_mobile_top,39,0,0.17,0.15,4.32,100
2026-08-15,mkuker.com,god_rewarded,18,0,1.28,1.15,71.05,100
2026-08-15,mkuker.com,mku_desktop_interstitial,2,0,0.18,0.16,92.47,100
2026-08-15,mkuker.com,mku_desktop_top,21,0,0.84,0.76,40.2,100
2026-08-15,mkuker.com,mku_mobile_interstitial,745,0,84.53,76.08,113.47,100
2026-08-15,mkuker.com,mku_mobile_top,10491,0,253.83,228.45,24.2,100
2026-08-15,mkuker.com,mku_rewarded,2482,0,646.46,581.81,260.46,100
2026-08-15,mkuker.com,tec_mobile_anchor,15,0,0.1,0.09,6.36,100
2026-08-15,mkuker.com,tec_mobile_fixed,294,0,0.47,0.42,1.6,100
2026-08-15,mkuker.com,tec_mobile_fixed_rebid,7,0,0.01,0.01,0.97,100
2026-08-15,mkuker.com,tec_mobile_interstitial,45,0,1.92,1.73,42.63,100
2026-08-15,mkuker.com,tec_mobile_top,367,0,5.09,4.58,13.86,100
2026-08-16,app.mkuker.com,apm_mobile_top,8,0,0.05,0.05,5.89,100
2026-08-16,app.mkuker.com,apm_rewarded,3,0,0.51,0.46,171.41,100
2026-08-16,euro.mkuker.com,eur_mobile_top,1,0,0,0,0.57,100
2026-08-16,mkuker.com,god_desktop_top,2,0,0,0,2.29,100
2026-08-16,mkuker.com,god_mobile_anchor,4,0,0.01,0.01,2.55,100
2026-08-16,mkuker.com,god_mobile_interstitial,12,0,0.26,0.23,22.06,100
2026-08-16,mkuker.com,god_mobile_top,30,0,0.08,0.07,2.82,100
2026-08-16,mkuker.com,god_rewarded,21,0,0.89,0.8,42.58,100
2026-08-16,mkuker.com,jpa_desktop_interstitial,1,0,0,0,0.48,100
2026-08-16,mkuker.com,jpa_desktop_top,2,0,0,0,0.03,100
2026-08-16,mkuker.com,mku_desktop_interstitial,1,0,0.06,0.05,58.81,100
2026-08-16,mkuker.com,mku_desktop_top,31,0,0.63,0.57,20.4,100
2026-08-16,mkuker.com,mku_mobile_interstitial,741,0,84.06,75.65,113.45,100
2026-08-16,mkuker.com,mku_mobile_top,11136,0,264.43,237.99,23.75,100
2026-08-16,mkuker.com,mku_rewarded,2691,0,700.07,630.06,260.15,100
2026-08-16,mkuker.com,tec_mobile_anchor,46,0,0.25,0.23,5.46,100
2026-08-16,mkuker.com,tec_mobile_fixed,525,0,0.51,0.46,0.97,100
2026-08-16,mkuker.com,tec_mobile_fixed_rebid,21,0,0.01,0.01,0.31,100
2026-08-16,mkuker.com,tec_mobile_interstitial,101,0,4.05,3.65,40.13,100
2026-08-16,mkuker.com,tec_mobile_top,666,0,5.68,5.11,8.53,100
2026-08-16,mkuker.com,tec_mobile_top_rebid,1,0,0,0,1.04,100
2026-08-17,app.mkuker.com,apm_mobile_top,10,0,0.08,0.07,8.13,100
2026-08-17,app.mkuker.com,apm_rewarded,5,0,0.47,0.42,93.17,100
2026-08-17,mkuker.com,god_desktop_interstitial,1,0,0.03,0.03,30.55,100
2026-08-17,mkuker.com,god_desktop_top,17,0,0.02,0.02,1.02,100
2026-08-17,mkuker.com,god_mobile_interstitial,6,0,0.11,0.1,18.47,100
2026-08-17,mkuker.com,god_mobile_top,43,0,0.08,0.07,1.81,100
2026-08-17,mkuker.com,god_rewarded,18,0,0.63,0.57,35.03,100
2026-08-17,mkuker.com,jpa_mobile_top,1,0,0,0,0.03,100
2026-08-17,mkuker.com,lap_desktop_top,2,0,0,0,1.16,100
2026-08-17,mkuker.com,mku_desktop_interstitial,5,0,0.41,0.37,82.4,100
2026-08-17,mkuker.com,mku_desktop_top,41,0,0.78,0.7,18.97,100
2026-08-17,mkuker.com,mku_mobile_interstitial,864,0,94.89,85.4,109.83,100
2026-08-17,mkuker.com,mku_mobile_top,12458,0,295.97,266.37,23.76,100
2026-08-17,mkuker.com,mku_rewarded,2885,0,717.98,646.18,248.87,100
2026-08-17,mkuker.com,tec_desktop_top,1,0,0,0,3.04,100
2026-08-17,mkuker.com,tec_mobile_anchor,29,0,0.19,0.17,6.44,100
2026-08-17,mkuker.com,tec_mobile_fixed,471,0,0.44,0.4,0.94,100
2026-08-17,mkuker.com,tec_mobile_fixed_rebid,17,0,0.01,0.01,0.59,100
2026-08-17,mkuker.com,tec_mobile_interstitial,83,0,2.92,2.63,35.14,100
2026-08-17,mkuker.com,tec_mobile_top,583,0,5.69,5.12,9.76,100
2026-08-17,mkuker.com,you_desktop_interstitial,1,0,0,0,1.2,100
2026-08-17,mkuker.com,you_desktop_interstitial_rebid,1,0,0,0,2.2,100
2026-08-17,mkuker.com,you_desktop_top,1,0,0,0,1.73,100
2026-08-17,mkuker.com,you_desktop_top_rebid,2,0,0,0,0.66,100
2026-08-18,app.mkuker.com,apm_mobile_top,4,0,0,0,1.25,100
2026-08-18,app.mkuker.com,apm_rewarded,2,0,0.2,0.18,100.57,100
2026-08-18,mkuker.com,bel_desktop_interstitial,1,0,0,0,0.04,100
2026-08-18,mkuker.com,bel_desktop_interstitial_rebid,1,0,0,0,0.08,100
2026-08-18,mkuker.com,bel_desktop_top,11,0,0,0,0.41,100
2026-08-18,mkuker.com,bel_desktop_top_rebid,3,0,0,0,0.05,100
2026-08-18,mkuker.com,enm_desktop_top,1,0,0,0,0.04,100
2026-08-18,mkuker.com,god_desktop_content_1,25,0,0.04,0.04,1.54,100
2026-08-18,mkuker.com,god_desktop_content_1_rebid,2,0,0,0,0.37,100
2026-08-18,mkuker.com,god_desktop_content_2,1,0,0,0,0.7,100
2026-08-18,mkuker.com,god_desktop_content_2_rebid,1,0,0,0,0.38,100
2026-08-18,mkuker.com,god_desktop_interstitial,5,0,0,0,0.74,100
2026-08-18,mkuker.com,god_desktop_interstitial_rebid,1,0,0,0,0.03,100
2026-08-18,mkuker.com,god_desktop_top,8,0,0.01,0.01,1.14,100
2026-08-18,mkuker.com,god_desktop_top_rebid,5,0,0,0,0.52,100
2026-08-18,mkuker.com,god_mobile_anchor,33,0,0.13,0.12,3.8,100
2026-08-18,mkuker.com,god_mobile_content_1,1,0,0,0,1.54,100
2026-08-18,mkuker.com,god_mobile_content_2,8,0,0.03,0.03,3.66,100
2026-08-18,mkuker.com,god_mobile_interstitial,6,0,0.09,0.08,14.54,100
2026-08-18,mkuker.com,god_mobile_top,90,0,0.3,0.27,3.35,100
2026-08-18,mkuker.com,god_mobile_top_rebid,2,0,0,0,1.34,100
2026-08-18,mkuker.com,god_rewarded,26,0,2.83,2.55,108.97,100
2026-08-18,mkuker.com,lap_desktop_top,1,0,0,0,0.65,100
2026-08-18,mkuker.com,mku_desktop_top,3,0,0.01,0.01,3.78,100
2026-08-18,mkuker.com,mku_mobile_interstitial,731,0,79.47,71.52,108.71,100
2026-08-18,mkuker.com,mku_mobile_top,11338,0,303.05,272.75,26.73,100
2026-08-18,mkuker.com,mku_rewarded,2709,0,697.87,628.08,257.61,100
2026-08-18,mkuker.com,tec_desktop_interstitial,1,0,0.01,0.01,11.38,100
2026-08-18,mkuker.com,tec_desktop_top,1,0,0,0,1.66,100
2026-08-18,mkuker.com,tec_mobile_anchor,22,0,0.31,0.28,14.18,100
2026-08-18,mkuker.com,tec_mobile_fixed,393,0,0.49,0.44,1.26,100
2026-08-18,mkuker.com,tec_mobile_fixed_rebid,3,0,0,0,0.36,100
2026-08-18,mkuker.com,tec_mobile_interstitial,64,0,2.35,2.12,36.71,100
2026-08-18,mkuker.com,tec_mobile_top,414,0,5.49,4.94,13.27,100
2026-08-18,mkuker.com,you_mobile_interstitial,1,0,0.04,0.04,43.35,100
2026-08-18,mkuker.com,you_mobile_top,5,0,0.04,0.04,8.95,100
2026-08-19,app.mkuker.com,apm_mobile_interstitial,2,0,0.11,0.1,53.14,100
2026-08-19,app.mkuker.com,apm_mobile_top,10,0,0.05,0.05,4.71,100
2026-08-19,app.mkuker.com,apm_rewarded,4,0,0.46,0.41,113.76,100
2026-08-19,mkuker.com,aat_mobile_anchor,5,0,0,0,0.77,100
2026-08-19,mkuker.com,aat_mobile_content_1,1,0,0,0,0.85,100
2026-08-19,mkuker.com,aat_mobile_content_2,7,0,0,0,0.6,100
2026-08-19,mkuker.com,aat_mobile_interstitial,1,0,0.02,0.02,15.94,100
2026-08-19,mkuker.com,aat_mobile_top,7,0,0,0,0.59,100
2026-08-19,mkuker.com,aat_rewarded,1,0,0.02,0.02,21.57,100
2026-08-19,mkuker.com,apt_mobile_top,1,0,0,0,0.3,100
2026-08-19,mkuker.com,bel_desktop_interstitial,3,0,0,0,0.94,100
2026-08-19,mkuker.com,bel_desktop_interstitial_rebid,1,0,0,0,0.05,100
2026-08-19,mkuker.com,bel_desktop_top,23,0,0.04,0.04,1.65,100
2026-08-19,mkuker.com,bel_desktop_top_rebid,3,0,0,0,0.49,100
2026-08-19,mkuker.com,god_desktop_content_1,7,0,0.01,0.01,1.7,100
2026-08-19,mkuker.com,god_desktop_content_1_rebid,2,0,0,0,0.35,100
2026-08-19,mkuker.com,god_desktop_top,3,0,0,0,1.11,100
2026-08-19,mkuker.com,god_mobile_anchor,7,0,0.04,0.04,6.25,100
2026-08-19,mkuker.com,god_mobile_interstitial,11,0,0.18,0.16,16.01,100
2026-08-19,mkuker.com,god_mobile_top,51,0,0.18,0.16,3.5,100
2026-08-19,mkuker.com,god_mobile_top_rebid,2,0,0,0,0.44,100
2026-08-19,mkuker.com,god_rewarded,9,0,0.55,0.5,61.62,100
2026-08-19,mkuker.com,mku_desktop_interstitial,1,0,0,0,2.02,100
2026-08-19,mkuker.com,mku_desktop_top,23,0,0.66,0.59,28.72,100
2026-08-19,mkuker.com,mku_mobile_interstitial,744,0,77.87,70.08,104.66,100
2026-08-19,mkuker.com,mku_mobile_top,11601,0,308.26,277.43,26.57,100
2026-08-19,mkuker.com,mku_rewarded,2795,0,733.46,660.11,262.42,100
2026-08-19,mkuker.com,tec_mobile_fixed,1,0,0,0,0.75,100
2026-08-19,mkuker.com,tec_mobile_top,1,0,0,0,2.88,100
2026-08-19,mkuker.com,you_mobile_top,3,0,0.01,0.01,3.15,100
2026-08-19,receitasmenu.com,receitasmenu.com,2,0,0,0,0.67,100
2026-08-20,app.mkuker.com,apm_desktop_interstitial,1,0,0.08,0.07,77.65,100
2026-08-20,app.mkuker.com,apm_desktop_top,1,0,0.02,0.02,17.32,100
2026-08-20,app.mkuker.com,apm_mobile_top,7,0,0.02,0.02,3.07,100
2026-08-20,app.mkuker.com,apm_rewarded,2,0,0.32,0.29,160.81,100
2026-08-20,mkuker.com,bel_desktop_interstitial,7,0,0.02,0.02,2.45,100
2026-08-20,mkuker.com,bel_desktop_top,44,0,0.07,0.06,1.51,100
2026-08-20,mkuker.com,god_desktop_content_1,13,0,0.03,0.03,2.48,100
2026-08-20,mkuker.com,god_desktop_top,1,0,0,0,0.7,100
2026-08-20,mkuker.com,god_mobile_anchor,8,0,0.06,0.05,7.88,100
2026-08-20,mkuker.com,god_mobile_interstitial,8,0,0.14,0.13,17.67,100
2026-08-20,mkuker.com,god_mobile_top,55,0,0.42,0.38,7.7,100
2026-08-20,mkuker.com,god_rewarded,11,0,0.38,0.34,34.37,100
2026-08-20,mkuker.com,koa_mobile_top,1,0,0,0,2.71,100
2026-08-20,mkuker.com,mku_desktop_interstitial,2,0,0.39,0.35,196.8,100
2026-08-20,mkuker.com,mku_desktop_top,40,0,0.97,0.87,24.15,100
2026-08-20,mkuker.com,mku_mobile_interstitial,964,0,110.28,99.25,114.4,100
2026-08-20,mkuker.com,mku_mobile_top,14904,0,409.22,368.3,27.46,100
2026-08-20,mkuker.com,mku_rewarded,3548,0,937.95,844.16,264.36,100
2026-08-20,mkuker.com,tec_mobile_top,1,0,0,0,3.44,100
2026-08-20,mkuker.com,you_mobile_top,2,0,0.01,0.01,5.82,100
2026-08-20,receitasmenu.com,Ad Exchange Display,246,0,9.97,8.97,40.51,100
2026-08-20,receitasmenu.com,receitasmenu.com,3288,0,85.58,77.02,26.03,100
2026-08-21,app.mkuker.com,apm_mobile_interstitial,1,0,0.02,0.02,21.89,100
2026-08-21,app.mkuker.com,apm_mobile_top,8,0,0.03,0.03,4.33,100
2026-08-21,app.mkuker.com,apm_rewarded,5,0,0.47,0.42,93.35,100
2026-08-21,mkuker.com,bel_desktop_interstitial,1,0,0,0,0.92,100
2026-08-21,mkuker.com,bel_desktop_top,4,0,0.02,0.02,4.01,100
2026-08-21,mkuker.com,god_desktop_top,2,0,0,0,1.38,100
2026-08-21,mkuker.com,god_mobile_top,28,0,0.08,0.07,3,100
2026-08-21,mkuker.com,god_rewarded,10,0,0.91,0.82,90.54,100
2026-08-21,mkuker.com,mku_desktop_interstitial,7,0,0.41,0.37,59.19,100
2026-08-21,mkuker.com,mku_desktop_top,97,0,2.27,2.04,23.37,100
2026-08-21,mkuker.com,mku_mobile_interstitial,868,0,99.14,89.23,114.21,100
2026-08-21,mkuker.com,mku_mobile_top,14664,0,354.21,318.79,24.15,100
2026-08-21,mkuker.com,mku_rewarded,3462,0,839.18,755.26,242.4,100
2026-08-21,mkuker.com,you_mobile_interstitial,2,0,0.13,0.12,66.13,100
2026-08-21,mkuker.com,you_mobile_top,10,0,0.1,0.09,10.13,100
2026-08-21,receitasmenu.com,Ad Exchange Display,123,0,6.89,6.2,56.03,100
2026-08-21,receitasmenu.com,receitasmenu.com,5541,0,113.64,102.28,20.51,100
2026-08-22,app.mkuker.com,apm_mobile_interstitial,1,0,0.02,0.02,17.19,100
2026-08-22,app.mkuker.com,apm_mobile_top,11,0,0.02,0.02,1.85,100
2026-08-22,app.mkuker.com,apm_rewarded,1,0,0.02,0.02,24.79,100
2026-08-22,mkuker.com,god_desktop_top,1,0,0,0,0.17,100
2026-08-22,mkuker.com,god_mobile_interstitial,2,0,0.02,0.02,11.86,100
2026-08-22,mkuker.com,god_mobile_top,15,0,0.05,0.05,3.43,100
2026-08-22,mkuker.com,god_rewarded,9,0,0.56,0.5,62.23,100
2026-08-22,mkuker.com,mku_desktop_interstitial,1,0,0.5,0.45,499.04,100
2026-08-22,mkuker.com,mku_desktop_top,16,0,0.22,0.2,13.69,100
2026-08-22,mkuker.com,mku_mobile_interstitial,1069,0,110.82,99.74,103.67,100
2026-08-22,mkuker.com,mku_mobile_top,16049,0,378.19,340.37,23.56,100
2026-08-22,mkuker.com,mku_rewarded,3919,0,944.99,850.49,241.13,100
2026-08-22,mkuker.com,you_mobile_interstitial,3,0,0.12,0.11,39.54,100
2026-08-22,mkuker.com,you_mobile_top,6,0,0.06,0.05,10.66,100
2026-08-22,receitasmenu.com,receitasmenu.com,2191,0,49.69,44.72,22.68,100
2026-08-23,app.mkuker.com,apm_mobile_top,3,0,0.01,0.01,3.27,100
2026-08-23,mkuker.com,god_desktop_interstitial,1,0,0.02,0.02,17.26,100
2026-08-23,mkuker.com,god_desktop_top,3,0,0,0,0.74,100
2026-08-23,mkuker.com,god_mobile_top,7,0,0.02,0.02,3.03,100
2026-08-23,mkuker.com,god_rewarded,2,0,0.16,0.14,78.43,100
2026-08-23,mkuker.com,mku_desktop_interstitial,3,0,0.69,0.62,229.23,100
2026-08-23,mkuker.com,mku_desktop_top,14,0,0.86,0.77,61.29,100
2026-08-23,mkuker.com,mku_mobile_interstitial,598,0,64.85,58.36,108.45,100
2026-08-23,mkuker.com,mku_mobile_top,6922,0,213.34,192.01,30.82,100
2026-08-23,mkuker.com,mku_rewarded,2041,0,517.24,465.52,253.43,100
2026-08-23,mkuker.com,you_mobile_anchor,1,0,0,0,1.99,100
2026-08-23,mkuker.com,you_mobile_interstitial,2,0,0.12,0.11,59.51,100
2026-08-23,mkuker.com,you_mobile_top,9,0,0.11,0.1,12.6,100
2026-08-23,receitasmenu.com,receitasmenu.com,1466,0,35.37,31.83,24.13,100
